source_file,copied_file,class,is_duplicated,target_ratio,actual_ratio
train_054.npz,train_054.npz,structured_background,false,0.25,0.25252525252525254
train_057.npz,train_057.npz,structured_background,false,0.25,0.25252525252525254
train_019.npz,train_019.npz,structured_background,false,0.25,0.25252525252525254
train_085.npz,train_085.npz,structured_background,false,0.25,0.25252525252525254
train_074.npz,train_074.npz,structured_background,false,0.25,0.25252525252525254
train_070.npz,train_070.npz,structured_background,false,0.25,0.25252525252525254
train_014.npz,train_014.npz,structured_background,false,0.25,0.25252525252525254
train_055.npz,train_055.npz,structured_background,false,0.25,0.25252525252525254
train_042.npz,train_042.npz,structured_background,false,0.25,0.25252525252525254
train_082.npz,train_082.npz,structured_background,false,0.25,0.25252525252525254
train_004.npz,train_004.npz,structured_background,false,0.25,0.25252525252525254
train_071.npz,train_071.npz,structured_background,false,0.25,0.25252525252525254
train_023.npz,train_023.npz,structured_background,false,0.25,0.25252525252525254
train_001.npz,train_001.npz,structured_background,false,0.25,0.25252525252525254
train_083.npz,train_083.npz,structured_background,false,0.25,0.25252525252525254
train_016.npz,train_016.npz,structured_background,false,0.25,0.25252525252525254
train_086.npz,train_086.npz,structured_background,false,0.25,0.25252525252525254
train_022.npz,train_022.npz,structured_background,false,0.25,0.25252525252525254
train_025.npz,train_025.npz,structured_background,false,0.25,0.25252525252525254
train_002.npz,train_002.npz,uniform_background,false,0.5,0.494949494949495
train_003.npz,train_003.npz,uniform_background,false,0.5,0.494949494949495
train_007.npz,train_007.npz,uniform_background,false,0.5,0.494949494949495
train_008.npz,train_008.npz,uniform_background,false,0.5,0.494949494949495
train_009.npz,train_009.npz,uniform_background,false,0.5,0.494949494949495
train_010.npz,train_010.npz,uniform_background,false,0.5,0.494949494949495
train_011.npz,train_011.npz,uniform_background,false,0.5,0.494949494949495
train_012.npz,train_012.npz,uniform_background,false,0.5,0.494949494949495
train_013.npz,train_013.npz,uniform_background,false,0.5,0.494949494949495
train_017.npz,train_017.npz,uniform_background,false,0.5,0.494949494949495
train_018.npz,train_018.npz,uniform_background,false,0.5,0.494949494949495
train_020.npz,train_020.npz,uniform_background,false,0.5,0.494949494949495
train_021.npz,train_021.npz,uniform_background,false,0.5,0.494949494949495
train_026.npz,train_026.npz,uniform_background,false,0.5,0.494949494949495
train_040.npz,train_040.npz,uniform_background,false,0.5,0.494949494949495
train_041.npz,train_041.npz,uniform_background,false,0.5,0.494949494949495
train_043.npz,train_043.npz,uniform_background,false,0.5,0.494949494949495
train_044.npz,train_044.npz,uniform_background,false,0.5,0.494949494949495
train_050.npz,train_050.npz,uniform_background,false,0.5,0.494949494949495
train_051.npz,train_051.npz,uniform_background,false,0.5,0.494949494949495
train_052.npz,train_052.npz,uniform_background,false,0.5,0.494949494949495
train_053.npz,train_053.npz,uniform_background,false,0.5,0.494949494949495
train_063.npz,train_063.npz,uniform_background,false,0.5,0.494949494949495
train_064.npz,train_064.npz,uniform_background,false,0.5,0.494949494949495
train_065.npz,train_065.npz,uniform_background,false,0.5,0.494949494949495
train_066.npz,train_066.npz,uniform_background,false,0.5,0.494949494949495
train_072.npz,train_072.npz,uniform_background,false,0.5,0.494949494949495
train_075.npz,train_075.npz,uniform_background,false,0.5,0.494949494949495
train_077.npz,train_077.npz,uniform_background,false,0.5,0.494949494949495
train_078.npz,train_078.npz,uniform_background,false,0.5,0.494949494949495
train_079.npz,train_079.npz,uniform_background,false,0.5,0.494949494949495
train_080.npz,train_080.npz,uniform_background,false,0.5,0.494949494949495
train_084.npz,train_084.npz,uniform_background,false,0.5,0.494949494949495
train_002.npz,train_002__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_003.npz,train_003__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_007.npz,train_007__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_008.npz,train_008__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_009.npz,train_009__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_010.npz,train_010__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_011.npz,train_011__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_012.npz,train_012__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_013.npz,train_013__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_017.npz,train_017__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_018.npz,train_018__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_020.npz,train_020__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_021.npz,train_021__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_026.npz,train_026__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_040.npz,train_040__dup01.npz,uniform_background,true,0.5,0.494949494949495
train_041.npz,train_041__dup01.npz,uniform_background,true,0.5,0.494949494949495
